r	g	b
14	9	3
15	11	2
11	4	0
9	2	0
15	8	0
16	9	1
22	15	7
11	6	0
11	8	1
12	9	2
15	12	5
20	17	12
19	16	11
14	9	5
9	4	0
14	7	1
17	8	1
20	10	1
23	10	1
25	11	0
29	13	0
31	15	0
33	15	1
31	14	0
35	16	1
38	16	3
36	14	3
36	14	3
36	17	3
38	16	2
39	13	0
40	14	0
38	14	2
32	14	4
20	11	2
15	11	2
19	10	1
24	10	1
26	6	0
29	11	1
29	11	1
29	11	1
29	11	1
30	12	2
32	14	4
31	13	1
30	12	0
59	35	11
47	23	0
42	17	0
69	47	24
49	27	6
45	24	5
34	16	0
48	29	12
37	20	4
39	23	8
42	26	11
43	27	14
38	24	11
33	19	6
29	15	2
28	14	1
24	12	0
24	12	0
30	16	5
27	13	2
30	16	7
30	16	7
28	15	6
20	10	1
20	11	2
21	14	4
17	13	2
12	8	0
14	10	1
19	15	6
19	15	6
15	8	0
18	9	2
16	7	0
20	11	4
21	12	5
15	6	0
16	9	1
22	15	7
21	14	6
22	15	7
26	19	11
14	10	1
16	9	1
14	7	0
16	9	1
17	10	2
16	9	1
14	10	1
16	12	3
19	15	6
13	9	0
13	8	2
15	12	5
9	6	0
9	6	0
8	7	2
10	9	4
6	5	0
10	11	5
3	4	0
8	9	4
4	5	0
6	7	2
6	7	2
7	8	3
4	5	0
1	2	0
3	4	0
6	7	2
4	5	0
1	2	0
4	5	0
5	6	1
6	7	2
7	8	3
8	9	3
7	8	2
5	6	0
6	7	1
4	3	0
6	5	1
4	3	0
2	1	0
7	6	2
18	17	13
15	14	10
3	2	0
15	14	10
10	9	5
6	5	1
4	3	0
4	3	0
5	4	0
8	7	3
10	9	5
3	5	2
5	7	4
4	6	3
2	4	0
2	3	0
2	3	0
3	4	0
6	5	1
3	2	0
5	6	1
3	4	0
2	3	0
4	6	1
3	5	2
1	3	0
3	5	2
5	5	3
4	4	2
3	3	1
4	4	2
4	4	2
4	4	2
5	5	3
5	5	3
2	2	0
3	3	1
2	2	0
0	0	0
2	2	0
5	5	3
5	5	3
5	5	3
5	6	1
6	7	2
3	4	0
4	5	0
4	5	0
3	4	0
5	6	1
1	2	0
4	5	0
4	5	0
4	5	0
3	4	0
3	4	0
4	5	0
4	5	0
4	5	0
4	3	0
5	4	0
6	5	1
7	6	2
6	5	1
3	4	0
3	4	0
6	7	2
4	5	0
4	5	0
5	6	1
5	6	1
5	6	1
4	5	0
5	6	1
6	7	2
5	6	0
4	5	0
7	8	2
8	7	2
7	6	1
8	7	2
9	6	0
13	10	3
19	14	8
16	11	5
9	4	0
11	7	0
9	5	0
11	7	0
20	16	7
17	13	4
12	7	1
10	7	0
8	5	0
9	6	0
14	11	6
16	11	7
14	9	5
13	6	0
14	7	1
18	9	2
21	11	2
23	10	1
25	11	0
29	13	0
31	15	0
32	14	0
32	15	0
35	16	1
37	15	2
36	14	3
36	14	3
36	17	3
38	17	0
40	14	0
46	18	4
42	18	6
32	15	5
19	10	1
13	9	0
16	9	0
24	10	1
27	9	0
27	9	0
30	12	2
32	14	4
31	13	3
29	11	1
29	11	1
31	13	3
33	15	5
46	24	1
46	24	1
45	24	3
42	21	0
49	28	9
41	20	1
37	16	0
34	15	0
39	20	5
34	16	2
32	14	0
34	16	2
35	19	6
34	18	5
28	14	1
25	11	0
34	21	12
24	10	1
26	12	3
27	13	4
29	15	6
24	9	2
21	8	0
22	12	3
20	11	2
14	7	0
10	6	0
13	9	0
15	11	2
13	8	2
15	8	2
17	10	4
18	7	1
14	5	0
18	9	2
20	11	4
16	7	0
17	10	2
19	12	4
14	7	0
12	5	0
12	5	0
11	4	0
10	3	0
15	8	0
14	7	0
15	8	0
16	9	1
11	4	0
20	13	5
13	6	0
16	9	1
16	11	5
14	9	3
21	16	10
13	10	3
10	7	2
8	5	0
10	9	4
4	3	0
9	8	4
3	4	0
6	7	2
4	5	0
5	6	1
11	12	7
13	14	9
8	9	4
5	6	1
6	5	1
7	6	2
8	7	3
7	6	2
8	7	3
7	6	2
7	6	1
8	7	2
7	6	1
5	4	0
5	4	0
3	2	0
6	5	1
7	6	2
4	3	0
4	3	0
9	8	4
10	9	5
6	5	1
3	2	0
3	2	0
4	3	0
6	5	1
7	6	2
5	4	0
1	0	0
1	0	0
1	3	0
4	6	3
6	6	4
5	6	1
5	4	0
4	3	0
4	3	0
7	3	0
7	3	0
8	7	3
7	6	2
5	4	0
4	5	0
3	3	1
0	2	0
1	3	0
5	5	3
4	4	2
3	3	1
2	2	0
2	2	0
3	3	1
4	4	2
4	4	2
7	7	5
6	6	4
4	4	2
3	3	1
2	2	0
1	1	0
3	3	1
7	7	5
3	4	0
5	6	1
1	2	0
1	2	0
3	4	0
3	4	0
6	7	2
4	5	0
2	3	0
2	3	0
2	3	0
2	3	0
2	3	0
2	3	0
3	4	0
3	4	0
5	4	0
5	4	0
5	4	0
6	5	1
7	6	2
5	4	0
3	4	0
4	5	0
4	5	0
5	6	1
6	7	2
7	8	3
6	7	2
5	6	1
6	7	2
6	7	2
6	7	1
4	5	0
7	8	2
7	6	1
6	5	0
8	5	0
9	6	1
14	11	4
19	14	8
14	9	3
8	3	0
11	6	0
10	5	0
12	8	0
20	16	7
14	10	1
10	7	0
10	5	0
8	3	0
9	4	0
12	7	3
13	8	4
12	7	3
14	7	1
15	8	2
18	9	2
21	11	2
23	10	1
25	11	0
29	13	0
31	15	0
32	14	0
35	18	0
34	15	0
36	14	1
37	15	4
37	15	4
35	16	2
37	16	0
40	17	1
47	21	6
43	19	7
32	15	5
19	10	1
12	8	0
16	9	0
23	10	1
29	11	1
29	12	2
29	12	2
28	11	1
28	11	1
30	13	3
31	14	4
31	14	4
29	12	2
47	29	9
44	26	6
41	23	3
41	22	5
43	22	5
45	23	9
42	20	6
37	15	1
38	16	3
37	15	2
35	16	2
36	17	3
36	18	4
35	19	4
35	19	4
36	20	5
30	16	7
26	12	3
25	10	3
27	10	3
20	3	0
26	11	4
20	5	0
25	12	6
18	9	2
15	8	0
15	8	2
14	9	3
15	10	4
17	10	4
18	11	5
19	12	6
19	8	2
28	17	11
19	10	3
12	3	0
20	11	4
17	10	2
13	6	0
24	17	9
16	9	1
11	4	0
18	11	3
8	1	0
19	12	4
15	6	0
12	3	0
11	2	0
18	9	2
17	8	1
19	10	3
15	6	0
14	7	1
17	10	4
13	6	0
11	6	0
10	5	1
11	8	3
7	4	0
12	9	4
5	4	0
9	8	4
6	5	1
8	7	3
6	5	1
8	7	3
8	7	3
7	6	2
7	6	2
9	5	2
8	4	1
6	2	0
7	3	0
8	4	1
8	4	1
8	5	0
10	7	2
10	7	2
10	7	2
10	7	2
10	9	5
6	5	1
6	5	1
7	6	2
6	5	1
5	4	0
8	7	3
12	11	7
7	6	2
7	6	2
6	5	1
6	5	1
8	7	3
7	6	2
6	5	1
6	5	1
5	5	3
4	4	2
5	4	0
7	6	2
7	6	2
6	2	0
7	3	0
13	9	6
15	11	8
12	8	5
15	11	8
12	11	7
4	3	0
4	3	0
5	5	3
0	0	0
5	5	3
4	4	2
4	4	2
4	4	2
4	4	2
4	4	2
4	4	2
4	4	2
4	4	2
3	3	1
3	3	1
4	4	2
4	4	2
4	4	2
7	7	5
14	14	12
8	9	4
10	11	6
6	7	2
4	5	0
3	4	0
3	4	0
5	6	1
3	4	0
5	6	1
4	5	0
4	5	0
4	5	0
4	5	0
4	5	0
4	5	0
5	6	1
5	4	0
5	4	0
4	3	0
6	5	1
8	7	3
7	6	2
5	4	0
4	5	0
4	5	0
5	6	1
7	8	3
7	8	3
7	8	3
6	7	2
6	7	2
6	7	2
8	9	4
6	7	2
9	8	3
8	7	2
7	6	1
10	7	2
10	7	2
16	13	8
16	13	6
9	4	0
11	6	0
10	5	0
9	4	0
13	10	3
11	8	1
13	10	1
8	5	0
10	5	0
12	7	1
15	10	4
17	12	8
14	9	5
11	6	2
13	6	0
16	7	2
18	9	2
21	11	2
24	11	2
26	12	1
29	13	0
31	15	0
33	15	1
35	20	1
33	16	0
35	13	0
37	15	4
36	16	5
35	16	2
37	16	0
41	18	0
43	17	2
39	17	4
30	16	5
19	12	2
13	10	1
14	10	0
20	10	0
27	10	0
27	10	0
29	12	2
31	14	4
28	14	3
26	12	1
26	12	1
28	14	3
30	16	5
40	24	8
23	7	0
31	14	0
34	17	1
36	17	2
30	8	0
39	17	4
36	12	0
38	14	2
32	10	0
27	5	0
25	6	0
29	10	0
32	14	0
34	16	2
33	16	0
11	0	0
23	8	1
45	28	21
28	11	4
22	5	0
21	3	0
20	5	0
18	5	0
10	0	0
12	3	0
10	3	0
6	0	0
6	0	0
11	4	0
11	3	0
10	0	0
15	4	0
13	2	0
12	3	0
12	3	0
11	2	0
12	5	0
12	5	0
8	1	0
9	2	0
10	3	0
8	1	0
15	8	0
10	1	0
34	25	18
10	1	0
16	7	0
10	0	0
13	2	0
9	0	0
13	4	0
14	5	0
11	2	0
15	8	2
11	4	0
9	1	0
6	1	0
8	3	0
4	1	0
7	3	0
3	0	0
6	2	0
4	0	0
4	0	0
7	3	0
7	3	0
6	2	0
5	1	0
3	0	0
4	0	0
5	0	0
6	1	0
7	2	0
8	3	0
9	4	0
11	6	2
11	6	2
10	5	1
10	5	0
10	9	5
4	3	0
1	0	0
4	3	0
5	4	0
4	3	0
4	3	0
5	4	0
5	4	0
7	6	2
6	5	1
4	3	0
7	6	2
7	6	2
5	4	0
4	3	0
7	6	4
4	3	1
2	1	0
5	1	0
6	2	0
5	0	0
8	3	0
13	8	5
16	11	8
14	9	6
18	13	10
15	11	8
5	1	0
3	2	0
6	5	3
1	0	0
4	4	2
4	4	2
4	4	2
4	4	2
4	4	2
4	4	2
3	3	1
2	2	0
4	4	2
4	4	2
3	3	1
3	3	1
3	3	1
2	2	0
3	3	1
7	7	5
8	9	4
12	13	8
8	9	4
4	5	0
3	4	0
2	3	0
2	3	0
1	2	0
6	7	2
5	6	1
4	5	0
5	6	1
4	5	0
4	5	0
4	5	0
5	6	1
4	3	0
4	3	0
4	3	0
6	5	1
7	6	2
6	5	1
4	3	0
5	4	0
3	4	0
5	6	1
6	7	2
6	7	2
5	6	1
5	6	1
6	7	2
6	7	2
8	7	3
6	5	1
9	8	4
9	8	4
9	8	3
11	8	3
11	8	3
16	13	8
12	9	4
8	5	0
12	9	2
9	6	0
9	6	0
11	8	1
9	6	0
13	10	3
10	7	0
11	6	0
10	5	0
10	5	0
11	6	2
11	6	2
11	6	2
15	8	2
17	8	3
18	9	2
21	11	2
24	11	2
26	12	1
29	13	0
31	15	0
33	15	1
33	18	0
33	16	0
34	15	1
37	15	4
36	16	5
36	17	3
36	17	0
39	16	0
39	16	0
38	16	3
30	16	5
19	15	4
12	12	0
13	11	0
19	11	0
24	10	0
26	12	3
27	13	4
27	13	4
27	13	4
27	13	2
28	14	3
27	15	3
26	14	2
91	78	61
96	80	65
96	80	65
98	80	66
100	81	67
105	83	70
104	82	69
104	80	68
104	80	68
103	79	67
100	78	65
100	78	65
99	80	66
101	82	67
99	82	66
96	79	63
92	77	70
97	80	73
105	88	81
100	83	76
90	72	68
92	74	70
81	66	61
83	70	64
80	69	65
73	64	59
71	64	58
73	66	60
73	65	62
69	61	58
71	61	59
76	66	64
74	63	57
76	65	59
75	66	59
73	64	57
71	62	55
72	63	56
73	66	58
73	66	58
71	64	56
71	64	56
68	61	53
70	63	55
64	55	48
96	87	80
64	55	48
68	59	52
65	54	48
64	53	47
63	52	46
64	53	47
62	51	47
58	49	44
56	47	42
53	46	40
48	40	37
48	40	37
44	39	35
45	40	36
43	38	35
42	38	35
41	37	34
41	37	34
39	35	32
39	34	31
36	31	28
36	31	28
37	32	29
36	31	28
34	29	26
33	28	25
31	26	23
32	27	24
31	26	23
30	25	21
30	25	21
28	23	19
25	20	16
23	18	12
18	17	13
18	17	13
18	17	13
15	14	10
13	12	8
13	12	8
12	11	7
7	6	2
6	5	1
8	7	3
5	4	0
3	2	0
5	4	0
6	5	1
5	4	0
4	3	0
1	0	0
3	2	0
4	0	0
3	0	0
5	0	0
6	1	0
7	0	0
6	0	0
9	1	0
13	5	3
12	7	4
9	4	1
4	0	0
3	0	0
1	0	0
1	0	0
1	1	0
1	1	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1	1	0
0	0	0
0	0	0
1	1	0
1	1	0
0	0	0
0	0	0
0	1	0
4	5	0
2	3	0
0	1	0
1	2	0
1	2	0
2	3	0
2	3	0
2	3	0
1	2	0
0	1	0
1	2	0
1	2	0
0	1	0
0	1	0
2	3	0
2	1	0
3	2	0
4	3	0
5	4	0
6	5	1
4	3	0
3	2	0
5	4	0
3	4	0
4	5	0
5	6	1
4	5	0
4	5	0
5	6	1
5	6	1
6	7	2
4	3	0
2	1	0
6	5	1
7	6	2
9	6	1
9	6	1
8	5	0
13	10	5
8	5	0
13	10	3
10	7	0
12	9	2
11	8	1
6	3	0
12	9	2
14	11	4
11	8	1
12	7	1
11	6	0
12	7	1
14	9	5
12	7	3
11	6	2
14	7	1
18	9	4
19	8	2
21	11	2
25	12	3
27	13	2
29	13	0
30	14	0
34	16	2
31	16	0
34	17	1
36	17	3
35	15	4
36	16	5
37	19	5
37	18	1
36	15	0
41	18	2
37	18	4
31	17	6
19	15	4
12	12	0
13	11	0
19	11	0
24	12	0
25	11	2
26	13	4
27	14	5
26	13	4
25	12	3
26	13	4
27	15	3
27	15	3
102	95	85
104	97	87
104	97	89
104	97	89
107	100	92
109	102	96
108	101	95
107	100	94
105	98	92
108	103	99
111	106	102
111	106	102
110	105	101
108	103	99
104	99	93
102	97	91
108	107	102
107	104	99
102	99	94
104	101	96
106	103	98
105	102	97
105	100	96
101	96	92
103	98	94
101	96	92
99	94	90
101	96	90
103	98	92
102	99	92
103	100	93
104	101	92
105	102	93
102	99	90
106	102	93
109	105	96
105	101	92
105	100	94
108	103	97
105	102	95
103	103	95
105	105	97
107	107	99
106	106	96
106	103	94
108	105	96
111	107	98
114	107	99
109	104	100
108	103	99
104	101	96
107	104	99
108	105	98
108	105	98
109	106	99
105	102	95
107	104	97
106	103	96
105	102	97
102	101	96
102	101	96
101	100	96
100	99	95
99	98	94
99	100	92
96	97	91
92	93	87
95	96	90
100	101	95
99	100	95
99	101	96
96	98	93
104	105	100
103	104	99
104	105	100
106	105	101
105	104	100
104	103	98
106	103	98
108	105	100
109	104	98
110	105	99
110	105	99
109	106	99
107	104	99
104	103	98
103	102	97
102	103	97
98	99	94
100	101	96
100	101	96
98	99	94
97	98	93
97	98	93
94	95	90
89	90	85
90	90	78
94	96	83
89	91	78
89	91	80
84	85	77
89	90	82
84	85	79
86	87	81
86	85	80
82	81	76
85	82	77
84	79	75
87	82	78
94	87	81
88	81	75
87	78	73
80	77	68
83	80	71
82	79	70
80	77	70
80	77	70
80	77	70
78	73	69
78	73	69
77	74	69
73	70	65
72	69	64
73	70	65
67	66	61
65	65	57
65	65	57
57	57	49
64	48	48
68	52	52
70	55	52
67	53	50
65	52	46
62	51	45
59	50	43
54	47	41
50	45	41
50	46	43
48	44	43
45	43	44
42	42	42
38	38	38
36	36	36
36	38	35
41	37	26
36	32	21
44	40	29
48	44	32
39	35	23
37	34	19
41	38	23
36	35	17
37	36	18
35	34	14
35	34	14
35	34	14
32	31	11
29	28	7
27	26	5
25	27	5
12	27	0
13	28	0
15	30	0
10	23	0
4	17	0
9	19	0
11	20	0
12	18	0
11	16	0
19	23	0
18	21	0
14	16	0
13	15	0
14	16	0
17	19	0
24	23	3
20	18	3
18	14	2
15	11	0
16	9	1
16	7	2
15	5	3
14	2	2
13	1	1
16	4	4
17	3	0
18	3	0
23	6	0
28	8	0
32	10	0
36	10	0
35	10	0
29	17	3
26	12	0
26	13	0
28	15	0
29	13	0
29	13	0
30	14	0
30	12	0
31	14	4
31	14	6
30	13	5
23	9	0
19	5	0
17	4	0
20	8	0
23	11	0
28	5	0
34	11	5
34	11	5
30	10	3
29	9	2
25	6	0
26	7	0
32	15	7
105	98	88
108	101	91
106	99	91
104	97	89
104	97	89
105	98	92
104	97	91
103	96	90
104	97	91
105	100	96
107	102	98
105	100	96
103	98	92
102	97	91
103	98	92
105	100	94
99	96	91
102	99	94
102	99	94
103	100	95
100	97	92
98	93	89
100	95	91
101	96	92
98	93	89
99	94	90
97	92	88
96	91	85
97	92	86
98	95	88
98	95	88
96	93	84
103	100	91
98	95	86
98	94	85
101	97	88
102	97	91
104	99	93
104	99	93
100	97	90
101	101	93
99	99	91
98	98	90
101	101	93
105	102	93
106	103	94
104	100	91
101	94	86
104	101	96
103	100	95
100	97	92
103	100	95
103	100	93
103	100	93
104	101	94
100	97	90
97	94	87
96	93	86
93	92	87
93	92	87
92	91	86
92	91	87
91	90	86
90	89	85
92	93	87
93	94	88
88	89	83
95	96	90
93	94	88
94	95	90
93	95	90
93	95	90
94	95	90
93	94	89
94	95	90
96	95	91
96	95	91
95	94	89
96	93	88
96	93	88
98	93	87
98	93	87
97	94	87
97	94	89
95	92	87
92	91	86
92	91	86
91	92	86
94	95	90
95	96	91
94	95	90
91	92	87
90	91	86
91	92	87
91	92	87
88	89	84
85	85	75
85	85	77
84	85	77
80	81	73
80	81	75
79	80	74
80	81	75
79	80	75
87	86	82
85	84	80
90	87	82
88	85	80
90	85	81
94	89	85
92	85	79
92	85	79
90	89	85
90	89	85
87	86	82
86	85	80
92	89	84
93	90	85
90	87	80
89	84	78
87	82	76
89	84	78
90	85	79
91	88	83
87	84	79
86	83	78
91	88	83
91	88	83
96	81	84
95	80	83
91	79	79
88	77	75
88	79	74
90	81	74
86	79	71
80	76	67
80	77	68
78	78	68
76	76	66
75	77	66
75	79	65
76	80	66
78	82	67
79	86	70
81	87	61
81	87	59
80	86	58
76	82	54
73	80	49
71	78	45
69	76	43
68	75	41
59	66	32
57	65	28
57	65	28
56	66	29
53	63	26
51	61	24
50	60	23
49	59	22
45	61	16
49	65	20
56	72	27
53	69	24
49	62	19
49	62	19
45	56	16
44	52	13
48	56	19
52	58	22
52	58	22
50	56	22
48	54	20
47	51	18
51	55	22
59	63	30
55	58	29
57	60	33
63	63	39
68	67	46
71	68	51
73	67	53
73	67	55
74	67	57
79	70	61
75	66	57
73	63	53
76	63	54
79	62	52
77	59	47
79	57	44
83	61	47
74	62	48
73	61	47
74	60	47
74	61	45
75	59	44
73	57	42
74	58	43
75	59	46
68	52	39
68	51	41
65	48	38
58	44	35
53	39	30
50	37	28
51	38	29
52	40	28
57	38	31
54	35	28
50	31	24
50	31	24
53	36	28
53	36	28
47	33	24
46	32	23
107	100	90
109	102	92
109	102	92
106	99	91
106	99	91
107	100	92
108	101	95
108	101	95
108	101	95
105	100	94
102	97	91
103	98	92
105	100	94
105	100	94
105	100	94
106	101	95
105	102	97
104	101	96
99	96	91
100	97	92
102	99	94
103	98	94
105	100	96
103	98	94
103	98	94
100	95	91
99	94	90
101	96	90
101	96	90
99	94	88
98	95	88
100	97	90
103	100	91
104	99	93
104	99	93
104	99	93
104	99	93
104	99	93
105	100	96
106	103	98
106	105	100
102	101	96
102	102	94
102	102	94
104	101	94
104	101	94
106	101	95
108	101	93
106	103	98
104	101	96
102	99	94
105	102	97
105	102	97
104	101	94
106	103	96
103	100	93
99	96	89
97	97	89
97	96	91
97	96	91
96	95	90
95	94	90
95	94	90
95	94	90
89	90	84
90	91	85
94	95	89
92	93	87
96	97	92
88	89	84
95	96	91
94	95	90
96	97	92
95	96	91
96	97	92
99	98	94
100	99	94
98	97	92
97	96	91
98	95	90
101	96	92
99	96	91
99	96	91
98	95	90
95	94	89
95	94	89
95	94	89
94	95	90
91	92	87
93	94	89
92	93	88
89	90	85
89	90	85
90	91	86
91	92	87
90	91	86
90	89	85
85	84	80
90	89	85
85	84	80
87	88	83
81	82	77
87	88	83
83	84	79
85	86	81
86	85	81
90	89	85
88	87	82
89	86	81
91	88	83
90	87	80
93	88	82
85	86	88
86	86	88
83	83	83
83	83	81
87	86	82
89	88	83
89	86	81
89	86	79
92	87	81
90	85	79
87	82	76
91	86	80
93	88	84
90	85	81
88	83	80
84	79	76
89	80	85
89	80	85
88	79	80
85	80	77
85	80	74
85	83	71
80	81	67
76	77	61
75	78	59
75	80	58
75	80	57
73	82	53
71	82	50
67	78	44
62	74	38
61	73	35
50	70	21
44	64	15
41	61	12
42	62	11
41	61	10
37	57	4
37	57	4
40	61	5
44	65	9
43	64	7
43	64	7
44	65	8
42	63	6
41	62	5
41	62	5
40	61	4
43	59	0
46	61	2
53	68	9
50	65	6
45	60	3
45	58	2
41	54	0
39	52	0
44	54	1
46	56	4
46	56	4
44	54	2
41	51	1
40	50	0
43	53	3
48	58	8
40	52	4
42	54	8
45	54	11
45	52	11
43	49	11
46	50	17
52	55	24
59	62	35
62	62	38
69	68	47
71	68	49
70	64	48
73	63	51
77	65	53
82	65	55
85	68	58
80	68	56
82	70	58
81	67	54
80	66	53
79	65	52
79	63	50
78	62	47
82	66	51
82	66	51
82	66	53
80	64	51
74	60	49
71	57	46
69	56	47
70	57	48
71	58	49
70	56	47
68	54	45
69	55	46
69	56	47
70	57	48
71	58	49
70	60	50
69	59	49
103	96	86
106	99	89
106	99	89
105	98	90
106	99	91
108	101	93
109	102	96
109	102	96
104	97	91
106	99	93
105	100	94
105	100	94
104	99	93
102	97	91
102	97	91
106	101	95
103	100	95
105	102	97
103	100	95
103	100	95
103	98	94
102	97	93
105	100	96
105	100	96
100	95	91
103	98	94
103	98	94
99	94	88
99	94	88
103	98	92
102	99	92
98	95	88
104	101	94
107	102	96
105	100	94
105	100	94
107	102	98
107	102	98
106	101	97
108	105	100
106	103	98
102	101	96
104	103	98
105	104	99
105	102	95
104	99	93
106	101	95
112	105	99
104	101	96
103	100	95
101	98	93
104	101	96
105	102	97
103	100	93
106	103	96
101	101	93
97	97	89
97	96	91
97	96	91
97	96	91
95	94	89
94	93	89
94	93	89
95	94	90
89	90	84
95	96	90
91	92	86
99	100	94
91	92	87
94	95	90
93	94	89
97	98	93
94	95	90
94	95	90
95	96	91
96	97	92
98	97	92
97	96	91
96	95	90
95	94	89
100	97	92
99	96	91
98	95	90
95	94	89
95	94	89
95	94	89
94	95	90
95	96	91
91	92	87
94	95	90
95	96	91
93	94	89
92	93	88
92	93	88
92	93	88
90	91	86
89	87	88
84	82	83
89	87	88
89	87	88
87	86	84
82	82	80
87	87	85
84	84	82
84	85	80
85	86	81
87	88	82
88	87	82
88	87	82
89	89	81
89	89	81
91	91	83
86	87	89
87	88	90
87	89	88
87	87	87
86	86	84
87	86	84
88	87	83
92	88	85
89	86	81
93	88	84
90	85	81
91	86	82
92	87	83
87	82	78
88	83	79
91	86	82
83	82	80
84	83	81
83	84	78
80	82	71
78	82	67
77	82	62
74	82	58
73	82	53
65	76	44
60	72	36
50	65	26
42	59	15
39	57	9
37	55	5
35	56	0
37	58	2
37	65	4
33	61	0
35	63	2
34	63	0
31	60	0
38	67	1
43	72	6
35	64	0
35	64	0
35	64	0
38	65	0
39	66	0
37	64	0
37	64	0
38	65	0
38	65	0
48	63	0
49	64	0
53	68	3
50	65	0
46	61	0
44	58	0
42	56	0
44	58	0
45	59	0
49	63	4
48	62	3
41	55	0
38	51	0
41	54	0
42	57	0
39	54	0
35	53	0
34	52	0
36	51	0
40	55	0
44	57	4
44	56	6
43	52	5
40	49	6
46	54	15
51	57	23
56	61	31
68	68	44
76	74	53
75	69	53
74	64	52
79	69	59
81	69	57
84	72	60
81	69	57
79	65	54
81	67	56
81	65	52
79	63	50
83	67	52
82	66	51
82	66	50
78	65	49
74	61	45
69	57	43
68	55	46
67	54	46
67	54	46
66	53	44
66	53	44
70	57	48
70	57	48
62	52	42
61	51	41
65	55	45
67	57	47
105	98	88
107	100	90
107	100	90
105	98	90
107	100	92
108	101	93
107	100	94
105	98	92
108	101	95
107	100	94
103	98	92
106	101	95
108	103	97
106	101	95
103	98	92
102	97	91
104	101	96
106	103	98
104	101	96
106	101	97
107	102	98
105	100	96
105	100	96
101	96	92
102	97	93
100	95	91
99	94	90
102	97	93
101	96	90
99	94	88
98	95	88
101	98	91
100	97	90
107	102	96
109	104	100
107	102	98
108	100	97
106	98	95
106	101	97
109	106	101
113	110	105
105	104	99
101	100	95
102	101	96
105	102	97
108	103	99
111	106	100
115	108	102
104	101	96
103	100	95
101	98	93
104	101	96
104	101	96
100	99	94
102	101	96
100	99	94
99	98	93
99	98	93
99	98	93
98	97	92
96	95	90
94	95	90
94	95	90
94	95	90
91	92	86
91	92	86
93	94	88
90	91	86
97	98	93
90	91	86
97	98	93
94	95	90
96	97	92
97	98	93
97	98	93
97	98	92
98	97	92
98	97	92
98	97	92
98	97	92
99	98	94
99	98	94
98	97	93
97	96	92
97	96	92
96	97	92
96	97	92
96	97	92
92	93	88
94	95	90
96	97	92
95	96	91
93	94	89
92	93	88
90	91	86
88	89	84
90	88	89
88	86	87
91	89	90
96	94	95
87	86	84
86	86	84
86	87	82
87	88	83
86	87	81
86	87	81
86	87	81
88	89	81
89	90	82
90	91	83
91	92	84
90	91	83
87	88	82
88	89	84
89	90	85
88	88	86
87	86	84
86	84	85
87	85	86
88	86	87
89	87	88
91	90	88
86	85	81
86	85	80
87	87	79
83	83	73
85	85	75
88	88	76
75	84	67
77	86	67
78	87	66
74	87	61
68	81	51
60	74	39
51	67	30
45	62	20
42	61	16
41	60	14
37	59	10
36	59	5
38	61	5
38	64	3
38	64	1
39	65	0
40	70	8
33	63	1
35	65	3
40	70	6
37	67	3
37	66	2
41	70	4
40	69	3
37	66	0
40	67	0
42	69	2
42	69	2
40	67	0
42	67	1
44	69	3
45	70	4
46	60	0
48	62	0
53	67	5
52	66	4
49	63	2
45	59	0
41	55	0
43	57	0
47	61	2
48	61	5
46	61	4
40	55	0
36	51	0
38	55	1
38	55	1
32	49	0
37	57	0
36	56	0
37	55	0
37	55	0
40	55	0
40	55	0
41	56	0
43	58	3
41	54	1
43	55	7
43	52	9
45	51	15
57	60	29
72	70	45
78	73	51
78	71	52
79	67	51
81	69	55
77	65	51
76	62	51
80	66	55
79	65	54
76	62	49
81	65	50
82	66	50
79	66	49
77	64	47
74	61	45
69	57	43
67	54	45
66	53	45
66	53	47
71	57	48
68	54	45
70	56	47
71	57	48
67	54	45
68	55	46
70	58	46
68	56	44
106	99	89
108	101	91
108	101	91
107	100	92
109	102	94
110	103	95
108	101	95
106	99	93
109	102	96
108	103	97
109	104	98
107	102	96
106	101	95
104	99	93
105	100	94
108	103	97
113	110	105
110	105	101
103	98	94
104	99	95
109	104	100
111	106	102
109	104	100
102	97	93
103	95	92
104	99	95
104	99	95
101	96	92
100	95	89
102	97	91
102	97	91
100	97	90
106	103	98
106	101	97
105	100	96
106	101	97
111	103	100
113	105	102
109	104	100
106	101	97
103	100	95
101	100	95
102	101	96
104	103	98
105	102	97
105	100	96
105	100	96
108	100	97
107	104	99
106	103	98
102	101	96
105	104	99
104	103	98
100	99	94
102	101	96
101	100	95
100	99	94
99	98	93
99	98	93
96	97	91
95	96	91
93	94	89
93	94	89
92	93	88
91	92	87
94	95	90
88	89	84
95	96	91
92	93	88
97	98	93
95	96	91
94	95	90
96	97	92
97	98	93
98	99	93
97	98	92
97	96	91
98	97	92
99	98	93
99	98	93
98	97	93
97	96	92
97	96	92
95	96	91
95	96	91
96	97	92
96	97	92
95	96	91
95	96	91
96	97	92
95	96	91
94	95	90
92	93	88
91	92	87
90	91	86
89	90	85
90	89	87
90	89	87
89	88	86
95	94	90
84	83	79
86	85	80
82	83	77
84	85	79
87	88	80
87	88	80
85	86	78
88	89	81
90	91	83
89	90	82
91	93	82
89	91	80
92	92	80
89	89	77
89	89	79
90	89	84
89	88	86
89	87	88
87	87	89
86	86	88
88	88	90
88	90	89
85	87	82
83	89	77
83	90	74
